nameEn,nameZh,cas,unii,synonyms
Squalane,,,GW89575KF9,"YVTYVT DARK SPOT CORRECTOR|Aavini Double Layer Brightening Spot Correcting Essence Oil|SQUALANE, NIACINAMIDE"
Panax Notoginseng Root,,,GQX1C1175U,JAYSUING Pain Relief Knee Patches|GLYCERIN|NATURAL URIC ACID JOINT COMFORT SUPPLEMENT 3310B
Sertaconazole Nitrate,,,1DV05410M5,Ertaczo
Auranofin,,,3H04W2810V,RIDAURA
Rosa Rugosa Flower,,,969IQC5YJU,BREAST NODULE|Aquavit 1
Ovine Digoxin Immune Fab,,,,DigiFab
Rosa Rugosa Flower Bud,,,TZ0BE8I3MW,VAGINAL PROBIOTICS|DRMITSUI VAGINAL PROBIOTICS
Portulaca Oleracea Seed,,,M08917G08Z,VAGINAL PROBIOTICS|DRMITSUI VAGINAL PROBIOTICS
Naproxen,,,,"Naproxen , Capsaicin|Naprotin"
Bnt162B2 Omicron (Lp.8.1),,,,"Comirnaty|COVID-19 Vaccine, mRNA"
Lebrikizumab,,,U9JLP7V031,lebrikizumab-lbkz|EBGLYSS
Telisotuzumab Vedotin,,,976X9VXC3Z,EMRELIS
Glycerin,,,,"Tucks Multi-Care Relief Kit (Tucks Hemorrhoidal and Tucks Medicated Cooling 40 Count)|GLYCERIN, LIDOCAINE, and WITCH HAZEL|Glycerol-Saline Diluent|Glycerol-Saline Control"
Pibrentasvir,,,K6BUU8J72P,Mavyret|Glecaprevir and Pibrentasvir
Glecaprevir,,,2WU922TK3L,Mavyret|Glecaprevir and Pibrentasvir
Tisagenlecleucel,,,Q6C9WHR03O,KYMRIAH
.Beta.-Sitosterol,,,S347WMO6M4,"folic acid, pyridoxine hydrochloride, cyanocobalamin, omega-3 fatty acids, doconexent, icosapent and .beta.-sitosterol|BP Vit 3|Vitamin C,Vitamin E,Nattokinase,Phytosterol,Dokudami Leaf,Rutin,Beta-Carotene|St. Paul Brands Verestor"
Houttuynia Cordata Top,,,3E4MG0DM0M,"JBA Verestor Mega Fiber Powder|Vitamin C,Vitamin E,Nattokinase,Phytosterol,Dokudami Leaf,Rutin,Beta-Carotene|Vitamin C,Vitamin E,Inulin,Banana Stem Extract,Nattokinase,Houttuynia Cordata Extract,Rutin,Beta-Carotene|St. Paul Brands Verestor"
Dimethyl Fumarate,,,,
Human Interleukin-6 (Nonglycosylated),,,92QVL9080Y,"CITOMIX|GUNA-MATRIX|ASCORBIC ACID - DODECAHYDROXYCYCLOHEXANE DIHYDRATE - FUCUS VESICULOSUS - HISTIDINE MONOHYDROCHLORIDE - HUMAN INTERLEUKIN-6 (NONGLYCOSYLATED) - HYALURONIDASE - LACTIC ACID, DL - MALIC ACID - NADIDE - PHENYLALANINE - PRASTERONE - PROLACTIN - RANCID BEEF - SODIUM DIETHYL OXALACETATE - SODIUM PYRUVATE - SODIUM SULFATE - SUS SCROFA CONJUNCTIVA - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - THUJA OCCIDENTALIS TWIG - TYROSINE -|ALDESLEUKIN - BINETRAKIN - CANAKINUMAB - CENTELLA ASIATICA - CRANBERRY - HUMAN INTERLEUKIN-6 (NONGLYCOSYLATED) - INTERFERON GAMMA-1B - LENOGRASTIM - PINEAPPLE - SUS SCROFA BONE MARROW - SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE - SUS SCROFA THYMUS -"
Hieracium Pilosella Flowering Top,,,08A7Y81S1P,GUNA-DIUR|chondrodendron tomentosum root - clerodendranthus spicatus leaf - equisetum hyemale - escherichia coli - hieracium pilosella flowering top - methylene blue - nitric acid - ononis campestris - plantago major - pork kidney - potassium nitrate - proteus vulgaris - quinhydrone - sarsaparilla - solidago virgaurea flowering top - succinic acid - sus scrofa ureter - sus scrofa urinary bladder -|GUNA-KIDNEY|amiloride - apis mellifera - berberis vulgaris fruit - hieracium pilosella flowering top - hydrochlorothiazide - solidago virgaurea flowering top - spironolactone - sus scrofa pituitary gland -
Interleukin-11,,,O14Q7A13PT,angelica sinensis root - binetrakin - interleukin-3 - lenograstim - melatonin - reishi - shiitake mushroom - sus scrofa blood - sus scrofa small intestine mucosa lymph follicle - sus scrofa spleen - interleukin-11 -|GUNA-IL 11|GUNA-TONSILS
Interleukin-12 Human Recombinant,,,02FXP10O2U,INTERLEUKIN-12 HUMAN RECOMBINANT - INTERFERON GAMMA-1B -|GUNA-IL 12|GAMMA -12
Garlic,,,,Allium sativum|ALLIUM SATIVUM
Black Pepper,,,,Piper nigrum|PIPER NIGRUM
Pineapple,,,,Ananas comosus|ANANAS COMOSUS
Sweet Potato,,,,Ipomoea batatas|IPOMOEA BATATAS
Blue Crab,,,,"Mercenaria mercenaria, Callinectes sapidus, Crassostrea virginica, Placopecten magellanicus and Farfantepenaeus aztecus|SEA SCALLOP|Callinectes sapidus|Crab|EASTERN OYSTER|Shellfish Mix|NORTHERN QUAHOG|NORTHERN BROWN SHRIMP"
Pentobarbital Sodium,,,NJJ0475N0S,
Indigotindisulfonate Sodium,,,D3741U8K7L,Bludigo|BLUDIGO
Stannous Fluoride,,,,Crest Gum Detoxify plus Whitening|Crest 3D White Brilliance Daily Cleansing and Whitening System
Streptococcus Pneumoniae Type 1 Capsular Polysaccharide Antigen,,,,STREPTOCOCCUS PNEUMONIAE TYPE 6B CAPSULAR POLYSACCHARIDE ANTIGEN|STREPTOCOCCUS PNEUMONIAE TYPE 10A CAPSULAR POLYSACCHARIDE ANTIGEN|STREPTOCOCCUS PNEUMONIAE TYPE 20 CAPSULAR POLYSACCHARIDE ANTIGEN|STREPTOCOCCUS PNEUMONIAE TYPE 18C CAPSULAR POLYSACCHARIDE ANTIGEN|STREPTOCOCCUS PNEUMONIAE TYPE 14 CAPSULAR POLYSACCHARIDE ANTIGEN|STREPTOCOCCUS PNEUMONIAE TYPE 2 CAPSULAR POLYSACCHARIDE ANTIGEN|STREPTOCOCCUS PNEUMONIAE TYPE 7F CAPSULAR POLYSACCHARIDE ANTIGEN|STREPTOCOCCUS PNEUMONIAE TYPE 19F CAPSULAR POLYSACCHARIDE ANTIGEN
Aluminum Acetate,,,,ZO Skin Health Post Procedure Recovery System|ZO Skin Health Post Procedure Program
Bazedoxifene Acetate,,,J70472UD3D,Duavee|conjugated estrogens/bazedoxifene
Insulin Icodec,,,,Insulin icodec-abae|Awiqli
Zinc Picrate Nonahydrate,,,0057VRD75N,"Passiflora Incarnata, Glandula Suprarenalis Suis, Thyroidinum (Bovine), Aranea Diadema, Arnica Montana, Arsenicum Album, Hypericum Perforatum, Lachesis Mutus, Physostigma Venenosum, Zincum Picricum|COLD/FLU HP|ArsenicTrioxide,BaptisiaTinctoriaRoot,BryoniaAlbaRoot,SolanumDulcamaraTop,EchinaceaAngustifolia,EchinaceaPurpurea,EupatoriumPerfoliatumFloweringTop,FerrosoferricPhosphate,GelsemiumSempervirensRoot,PotassiumChloride,Phosphorus,AnemonePulsatilla,Sulfur,ZincAcetateAnhydrous,ZincCarbonate,Zinc,ZincChloride,ZincOxide,ZincPicrateNonahyrdate,ZincValerateDihydrate,CairinaMoschataHeart/LiverAutolysate,Influenzinum|Neuropar"
Pueraria Montana Var. Lobata Whole,,,D295OFK7E1,"Cold|Baptisia Tinctoria, Echinacea Angustifolia, Eupatorium Perfoliatum, Lomatium Dissectum, Pueraria Lobata, Trifolium Pratense, Phytolacca Decandra, Allium Cepa, Arsenicum Iodatum, Baryta Carbonica, Bromium, Calcarea Carbonica, Kali Muriaticum, Lachesis Mutus, Mercurius Solubilis, Silicea|SSANGBI TANG|galgeun-tang extract"
Agave Americana Leaf,,,8511ZMP5QK,"Calendula Officinalis, Kali Phosphoricum, Natrum Muriaticum, Arnica Montana, Agave Americana, Cistus Canadensis, Kreosotum, Myrrha, Calcarea Fluorica, Aconitum Napellus, Bismuthum Subnitricum, Sepia, Hepar Sulphuris Calcareum, Mercurius Vivus|Gum Therapy|Geopathic Stress Drops 2096|Geopathic Stress Drops"
Sodium Selenite,,,HIW548RQ3W,"Acetaldehyde, Alfalfa, Alpha-Ketoglutaricum Acidum, Alpha-Lipoicum Acidum, Ascorbyl Palmitate, Cobaltum Metallicum, Cysteinum, Dimethyl Glycine, Ferrum Metallicum, Fucus Vesiculosus, GABA (Gamma Aminobutyric Acid), Glutathione, Hordeum Vulgare, L-Methionine, Magnesium Fluoratum, Manganese Gluconate, Nasturtium Aquaticum, Oryza Sativa, Quercetin, Raphanus Sativus, Selenium Metallicum, Sodium Selenite, Triticum Aestivum, Ubidecarenonum, Vitamin E, Zinc Picolinate, Zincum Metallicum|Free Radical|Alfalfa, Ascorbyl Palmitate, Cysteinum, Dimethyl Glycine, Fucus Vesiculosus, Hordeum Vulgare, L-Methionine, Manganese Gluconate, Nasturtium Aquaticum, Quercetin, Raphanus Sativus, Sodium Selenite, Triticum Aestivum, Ubidecarenonum, alpha-Lipoicum Acidum, GABA (Gamma Aminobutyric Acid), Oryza Sativa, Vitamin E, Zinc Picolinate, Cobaltum Metallicum, Ferrum Metallicum, Glutathione, Magnesium Fluoratum, Selenium Metallicum, Zincum Metallicum, alpha-Ketoglutaricum Acidum"
Oryza Sativa Whole,,,84IVV0906Z,"Triticum Aestivum, Alfalfa, Arnica Montana, Asclepias Tuberosa, Chamomilla, Echinacea (Angustifolia), Eucalyptus Globulus, Fucus Vesiculosus, Hordeum Vulgare, Iodium, Nasturtium Aquaticum, Plantago Major, Raphanus Sativus, Trifolium Pratense, Trigonella Foenum-Graecum, Symphytum Officinale, Lung (Suis), Oryza Sativa, Silicea, Acetone, Sodium Tripolyphosphate, Propylene Glycol, Benzinum, Ammonium Muriaticum, Sodium Lauryl Sulfate, Terebinthina, Arsenicum Album, Natrum Muriaticum, Nitricum Acidum,|Pneumotox|Free Radical|Alfalfa, Ascorbyl Palmitate, Cysteinum, Dimethyl Glycine, Fucus Vesiculosus, Hordeum Vulgare, L-Methionine, Manganese Gluconate, Nasturtium Aquaticum, Quercetin, Raphanus Sativus, Sodium Selenite, Triticum Aestivum, Ubidecarenonum, alpha-Lipoicum Acidum, GABA (Gamma Aminobutyric Acid), Oryza Sativa, Vitamin E, Zinc Picolinate, Cobaltum Metallicum, Ferrum Metallicum, Glutathione, Magnesium Fluoratum, Selenium Metallicum, Zincum Metallicum, alpha-Ketoglutaricum Acidum"
Cryptosporidium Parvum,,,TGR919EN5P,"Baptisia Tinctoria, Cajuputum, Capsicum Annuum, Fragaria Vesca, Hamamelis Virginiana, Quassia (Amara), Senna (Cassia Angustifolia), Hydrastis Canadensis, Hepar Suis, Pancreas Suis, Spleen (Suis), Cinchona Officinalis, Iridium Metallicum, Lycopodium Clavatum, Nitricum Acidum, Nux Vomica, Selenium Metallicum, Blastocystis Hominis, Cryptosporidium Parvum, Giardia Lamblia, Entamoeba Histolytica, Brugia Malayi|Artemisia Vulgaris, Ascaris Lumbricoides, Brugia Malayi, Calcarea Carbonica, Cina, Cryptosporidium Parvum, Enterobius Vermicularis, Filix Mas, Giardia Lamblia, Graphites, Iodium, Mercurius Corrosivus, Quassia (Amara), Sabadilla, Silicea, Spigelia Anthelmia, Taenia Saginata, Taenia Solium, Teucrium Marum, Thymus Serpyllum, Trichinella Spiralis, Trichomonas Vaginalis|Amoe Combination|Ver"
Quercus Alba Bark,,,93LP7Y8EGT,Spleen Thymus Liquescence|Bio Oak|Oak|Spleen Thymus Liquescence 3023
"1,4-Naphthoquinone",,,RBF5ZU7R7K,"Ginkgo Biloba, Fel Tauri, Gallbladder (Suis), Hepar Suis), Thyroidinum (Suis), Germanium Sesquioxide, Alpha-Ketoglutaricum Acidum, Citricum Acidum, Fumaricum Acidum, Malicum Acidum, Manganum Metallicum, Pyruvic Acid, Succinicum Acidum, Naphthochinonum, Arsenicum Metallicum, Sulphur, Aconiticum Acidum, Cis, Lycopodium Clavatum, Natrum Oxalaceticum, Phosphorus|Ginkgo Biloba, Alpha-Ketoglutaricum Acidum, Citricum Acidum, Fumaricum Acidum, Malicum Acidum, Pyruvic Acid, Succinicum Acidum, Argentum Metallicum, Aurum Metallicum, Cuprum Metallicum, Germanium Sesquioxide, Mercurius Vivus, Nux Vomica, Kidney (Suis), Lymph Node (Suis), Naphthochinonum, Natrum Oxalaceticum, Phosphorus, Urinary Bladder (Suis), Aconiticum Acidum, Cis-|Kidnex IV|Liverex I"
Technetium Tc-99M Sestamibi,,,971Z4W1S09,Technetium TC 99m Sestamibi|Kit for the Preparation of Technetium Tc99m Sestamibi|TECHNETIUM TC 99M SESTAMIBI
Verteporfin,,,0X9PA28K43,verteporfin for injection|Visudyne
Fragaria Vesca Whole,,,5J340B7H82,Fragaria Vitis|Lycopodium Berberis
Vitis Vinifera Leaf,,,R1H893D80E,Fragaria Vitis|Lycopodium Berberis
Amiloride Hydrochloride Anhydrous,,,7M458Q65S3,Amiloride Hydrochloride
Tecovirimat Monohydrate,,,SB96YO2BR8,TPOXX
Gramicidin,,,5IE62321P4,"neomycin sulfate, polymyxin b sulfate and gramicidin|NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN"
Neisseria Meningitidis Group A Capsular Polysaccharide Tetanus Toxoid Conjugate Antigen,,,,"MenQuadfi|MENQUADFI|NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN|NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN|NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN|NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN, NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN, NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN, and NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN"
Choriogonadotropin Alfa,,,,Pregnyl|PREGNYL
Tezacaftor and Ivacaftor,,,,SYMDEKO
Cinnamon Bark Oil,,,XE54U569EC,"Cinnamon Bark Essential Oil, Clove Bud Essential Oil, Eucalyptus Essential Oil, Lemon Essential Oil, Wild Rosemary Essential Oil|MRCL"
Lemon Oil,,,I9GRO824LL,"Cinnamon Bark Essential Oil, Clove Bud Essential Oil, Eucalyptus Essential Oil, Lemon Essential Oil, Wild Rosemary Essential Oil|MRCL"
Succimer,,,DX1U2629QE,NephroScan|Chemet
Ceratostigma Willmottianum Whole,,,U8O5LNX3QT,T-5|Bach Original Flower Remedies
Larix Decidua Whole,,,O8554H2U9W,T-19|Bach Original Flower Remedies
Lazertinib,,,4A2Y23XK11,LAZCLUZE
Meningococcal (Groups A,,,,"Meningococcal (Groups A, C, Y and W-135) Oligosaccharide Diphtheria CRM197 Conjugate Vaccine|PENMENVY|Meningococcal (Groups A, B, C, W and Y)|Menveo"
Cytisus Scoparius Whole,,,V99S891QU7,"CRATAEGUS LAEVIGATA FRUIT, PRUNUS LAUROCERASUS LEAF, NERIUM OLEANDER LEAF, and CYTISUS SCOPARIUS WHOLE|D-66|visnaga daucoides fruit, iberis amara seed, leonurus cardiaca, nerium oleander leaf, cytisus scoparius whole, and ferula sumbul root|D-44"
Olea Europaea Flower Bud,,,L2178V0V81,"D-138|garlic, viscum album fruiting top, olea europaea flower bud, prunus dulcis flower, pyridoxine hydrochloride, cyanocobalamin, folic acid, potassium iodide, and cholesterol|G-24"
Prunus Dulcis Flower,,,1DBN9N0FWJ,"D-138|garlic, viscum album fruiting top, olea europaea flower bud, prunus dulcis flower, pyridoxine hydrochloride, cyanocobalamin, folic acid, potassium iodide, and cholesterol|G-28"
Tilia Tomentosa Bud,,,Z092RFX1IW,G-57|G-40|TILIA TOMENTOSA BUD and FICUS CARICA FLOWER BUD
Sorbus Domestica Whole,,,38010FNG4Y,G-37|G-55|SORBUS DOMESTICA WHOLE and CASTANEA SATIVA LEAF
Fitusiran,,,SV9W47ZLE1,Qfitlia
Vandetanib,,,YO460OQ37K,CAPRELSA
Treosulfan,,,CO61ER3EPI,GRAFAPEX
Centella Asiatica Flowering Top,,,J02K2IV2PB,"Arnica Montana, Hydrocotyle Asiatica, Ambra Grisea, Argentum Nitricum, Cocculus Indicus, Conium Maculatum, Lac Caninum, Theridion|Helianthemum canadense, Centella asiatica Flowering Top, Daphne mezereum Bark, Ranunculus Bulbosus, Smilax Regelii Root, Fumaria officinalis Flowering Top, Ledum Palustre Twig, and Viola tricolor|Dizzy Formula|DERCUT"
Northern Quahog,,,D6G49OV9IM,"Mast Cell Pro|Hydrastis Canadensis, Ascorbicum Acidum, Cinchona Officinalis, Kidney (Suis), Thiaminum Hydrochloricum, Urtica Dioica, Apis Mellifica, Arsenicum Album, Bovista, Carbolicum Acidum, Coffea Cruda, Histaminum Hydrochloricum, Lachesis Mutus, Ledum Palustre, Nux Vomica, Oxalicum Acidum, Phosphorus, Rhus Tox, Sarcolacticum Acidum, Secale Cornutum, Sepia, Serotonin (Hydrochloride), Sulphur, Thuja Occidentalis, Venus Mercenaria, Aconitum Napellus, Caladium Seguinum, Ignatia Amara, Natrum Muriaticum,|Venus mercenaria"
Luspatercept,,,AQK7UBA1LS,Reblozyl
Sodium Thiosulfate,,,HX1032V43M,PEDMARK
Ocimum Tenuiflorum Top,,,34T63W8ULS,"Adamas, Agaricus musc, Agnus, Aletris, Angelica sin, Arg nit, Arnica, Avena, Baryta, Graphites, Kali brom, Kreosotum, Lycopodium, Ocimum sanc, Phosphoricum ac, Selenium, Sepia, Thuja occ.|Nephrovesic|Yin-Yang Balance|Uva-Ursi, Berberis Vulgaris, Chimaphila Umbellata, Equisetum Hyemale, Hydrangea Arborescens, Petroselinum Sativum, Cantharis, Sarsaparilla (Smilax Regelii), Ocimum Sanctum, Calcarea Carbonica, Apis Mellifica, Causticum, Lycopodium Clavatum, Mercurius Corrosivus, Nux Vomica, Pulsatilla (Pratensis), Terebinthina"
Vincristine Sulfate,,,T5IRO3534A,
Atoltivimab,,,UY9LQ8P6HW,"Inmazeb|atoltivimab, maftivimab, and odesivimab-ebgn"
Maftivimab,,,FJZ07Q63VY,"Inmazeb|atoltivimab, maftivimab, and odesivimab-ebgn"
Odesivimab,,,KOP95331M4,"Inmazeb|atoltivimab, maftivimab, and odesivimab-ebgn"
Eluxadoline,,,45TPJ4MBQ1,Viberzi
Glechoma Hederacea,,,L6O7WQK912,"Unda 11|Asparagus officinalis Young Shoot, Mentha piperita Whole Plant, Millefolium Whole Plant,Thymus serpyllum Whole Plant, Crocus sativus Dried Stigma, Rosmarinus officinalis Flowering Twigs, Glechoma hederacea Whole Plant, Verbena officinalis Whole Plant, Uva-ursi Leaf, Cuprum metallicum|Unda 30|Glechoma hederacea, Jateorhiza palmata, Lactuca virosa, Plumbum metallicum, Sempervivum tectorum, Taraxacum officinale, Valeriana officinalis"
ciprofloxacin,,,,
Butylbenzene,,,S8XZ2901RZ,"Chemtox|Berberis Vulgaris, Glycyrrhiza Glabra, Lappa Major, Stillingia Sylvatica, Trifolium Pratense, Glandula Suprarenalis Suis, Hepar Suis, Lymph Node (Suis), Phytolacca Decandra, Thyroidinum (Suis), Iridium Metallicum, Lycopodium Clavatum, Nitricum Acidum, Nux Vomica, Phosphoricum Acidum, Selenium Metallicum, Salicylicum Acidum, Adrenocorticotrophin, Cortisone Aceticum, Eugenol, Stearyl Alcohol, Xylitol, Folliculinum, Benzoicum Acidum, Chlorinum, Potassium Sorbate, Sorbitol, Resorcinum|Berberis Vulgaris, Glycyrrhiza Glabra, Lappa Major, Stillingia Sylvatica, Trifolium Pratense, Hepar Suis, Phytolacca Decandra, Glandula Suprarenalis Suis, Thyroidinum (Suis), Arsenicum Album, Asarum Canadense, Carbolicum Acidum, Carboneum Sulphuratum, Iridium Metallicum, Lycopodium Clavatum, Nitricum Acidum, Nux Vomica, Phosphorus, Selenium Metallicum, Sulphuricum Acidum, Chlorinum, Butylbenzene, Petroleum, Sorbitol|ChemDetox"
Kidney Bean,,,,PHASEOLUS VULGARIS|Phaseolus vulgaris|Navy Bean
Sarcobatus Vermiculatus Pollen,,,6532U64A3X,"Allergena Zone 8 Trees, Weeds and Grasses|Echinacea, Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 8 Tree, Zone 8 Weed, Zone 8 Grass|Echinacea,Baptisia tinctoria, Hydrastis canadensis, Myrrha, Phytolacca decandra, Trigonella foenum-graecum, Zone 8 Tree, Zone 8 Weed, Zone 8 Grass|Allergena Zone 8 Kids Trees, Weeds and Grasses"
Lemon,,,,citrus limon|Citrus X limon
Skim Milk,,,,COWS MILK|Cow Milk|BOS TAURUS|Bos taurus
White Mustard Seed,,,,Sinapis alba|SINAPIS ALBA|Mustard Food|MUSTARD
Epoprostenol Sodium,,,4K04IQ1OF4,epoprostenol
Peppers,,,T5KDM4J239,Nightshade Mix|Vegetable Mix 1018|Nightshade Mix 1011|Vegetable Mix
Chlorogenic Acid,,,318ADP12RI,"Mannose, 5-Hydroxytryptophan, Acetaldehyde, Acetylcholine Chloride, Ascorbicum Acidum, Aspartame, Butylated Hydroxytoluene, Caffeic Acid, Candida Albicans, Cinnamic Acid, Coniferyl Alcohol, Coumarinum, Dopamine Hydrochloride, Estradiol, Gaba (Gamma-Aminobutyric Acid), Gallicum Acidum, Histaminum Hydrochloricum, Hydrocortisone, Indolum, L-Dopa, L-Phenylalanine, Melatonin, Menadione, Norepinephrine (Bitartrate), Petroselinum Crispum, Phenyl Isothiocyanate, Piperine, Progesterone, Pyrrole, Quercetin,|Multi-Phenolic|Chlorogenic Acid 1510"
Agave Atrovirens Top,,,E7M31AEM0L,Adjustment Disorders Formula|RET Spirit/Metaphysical 7013|RET Spirit/Metaphysical|Adjustment Disorders Formula 2097
Rabies Virus,,,I0V66KI1LD,Adjustment Disorders Formula|Domestic Animals Nosode Combination 9407|Adjustment Disorders Formula 2097|Domestic Animals Nosode Combination
Salvia Miltiorrhiza Root,,,1693AM5SBN,Esophagus Formula 2101|Esophagus Formula|Liver Formula|Liver Formula 2102
Leuzea Rhapontica Root,,,52360307SI,Personality Disorders Formula|Personality Disorders Formula 2112|Liver Formula|Liver Formula 2102
Akebia Stem,,,531B9G152H,"YOBISIN|Liver Formula|Liver Formula 2102|rehmannia root, angelica gigas root"
Lindera Aggregata Root,,,517Q7XRT2T,Uterine Formula 2105|Uterine Formula|Anti-Flatulence Formula|Anti-Flatulence Formula 2067
Phellodendron Chinensis Bark,,,2866QMZ434,"Uterine Formula 2105|NeuroRescueX HH333|Uterine Formula|Scutellaria Baicalensis Root, Coptis Japonica Root, Phellodendron Chinensis Bark, Gardenia Jasminoides Fruit, Rheum Palmatum Root"
Crassostrea Gigas Shell,,,5I0R0U8ZL0,Uterine Formula 2105|Sexual Disorders Formula|Uterine Formula|Sexual Disorders Formula 2114
Gambir,,,3NJQ5D8S6N,Flex Drops|Lyme Nosode Drops|Flex Drops 2024|Lyme Nosode Drops 2128
Ehrlichia Chaffeensis,,,5ERQ90UTGC,Lyme Nosode Drops|Tick Pathogen Nosode 4030|Tick Pathogen Nosode|Lyme Nosode Drops 2128
Indole-3-Carbinol,,,C11E72455F,Perfumox|Opsin I 6014|Opsin I|Perfumox 6028
Yeast Mannan,,,91R887N59P,Mannan 1526|Opsin I 6014|Opsin I|Mannan
Japanese Encephalitis Virus Strain Nakayama-Nih Antigen (Formaldehyde Inactivated),,,2V2JJ0S00T,Viral Immune Stimulator 6017|Travel Immunization Detox|Viral Immune Stimulator|Travel Immunization Detox 6033
Ferrous Cation,,,GW89581OWR,Aletris Combination 9203|SAMe Liquescence 3036|SAMe Liquescence|Aletris Combination
Dichlorvos,,,7U370BPS14,Organophosphate Combination|Bridged Chlorinated Ring Combination|Organophosphate Combination 9309|Bridged Chlorinated Ring Combination 9313
Bandtooth Conger,,,4L1B1DW0X8,West Parasite Detox|Tapeworm Nosode Combination 9403|West Parasite Detox 6039|Tapeworm Nosode Combination
"1,3-Bis(Benzothiazol-2-Ylthiomethyl)Urea",,,0214C2T14J,Uric Acid Combination 9307|Genital Nosode Combination 9406|Genital Nosode Combination|Uric Acid Combination
Cholera Enterotoxin Subunit B,,,1FKD81GIZJ,Intestinal Nosode Combination|Travel Immunization Detox|Intestinal Nosode Combination 9411|Travel Immunization Detox 6033
Pasteurella Multocida,,,IX56B2GQX6,"BioTox Bac 3|Mycoplasma Pneumoniae, Proteus (Vulgaris), Candida Albicans, Colibacillinum Cum Natrum Muriaticum, Mycobacterium Paratuberculosis, Pasteurellosis (Pasteurella Multocida), Pneumococcinum, Thuja Occidentalis, Mycobacterium Avium Paratuberculosis, Phytolacca Decandra, Legionella Pneumophila, Shigella Sonnei|Animal Pathogens Nosode Combination 9419|Animal Pathogens Nosode Combination"
"Distearoylphosphatidylcholine, Dl-",,,EAG959U971,Lumason|SULFUR HEXAFLUORIDE|LumaSon
"Sodium 1,2-Dipalmitoyl-Sn-Glycero-3-Phospho-(1'-Rac-Glycerol)",,,841B886EJ7,Lumason|SULFUR HEXAFLUORIDE|LumaSon
Strychnine Phosphate Dihydrate,,,TD67SYY51D,"Aralia Quinquefolia, Agnus Castus, Ascorbicum Acidum, Caladium Seguinum, Kali Bromatum, Cantharis, Damiana, Funiculus Umbilicalis Suis, Glandula Suprarenalis Suis, Hypophysis Suis, Orchitinum (Suis), Prostate (Suis), Strychninum Phosphoricum, Conium Maculatum, Diencephalon (Suis), Heart (Suis), Ferrum Phosphoricum, Magnesia Phosphorica, Selenium Metallicum, Zincum Metallicum, Pineal Gland (Suis), Cortisone Aceticum, Manganum Phosphoricum, Lycopodium Clavatum, Testosterone, Morgan Gaertner|E07 TYPE A BALANCE|Male Stimulant|ACONITUM NAPELLUS, ARALIA QUINQUEFOLIA, CHININUM ARSENICOSUM, COFFEA CRUDA, COLCHICUM AUTUMNALE, CRATAEGUS OXYACANTHA FRUIT, ECHINACEA PURPUREA, ESCHSCHOLTZIA CALIFORNICA, HUMULUS LUPULUS, IGNATIA AMARA, LYCOPUS VIRGINICUS, NUX VOMICA, PASSIFLORA INCARNATA, SCUTELLARIA LATERIFLORA, STRYCHNINUM PHOSPHORICUM, THYROIDINUM, VISCUM ALBUM FRUITING TOP, YELLOW JASMINE ROOT"
Hylotelephium Telephium Whole,,,PH797NEU5T,"AGRIMONY FLOWER|AGRIMONY, ALOE VERA, AURUM METALLICUM, AZURITE, BASIL, CALENDULA OFFICINALIS, CARICA PAPAYA, CAYENNE, DAFFODIL, DICENTRA FORMOSA, DIPLACUS AURANTIACUS, HIBISCUS CHINENSIS, HORSE CHESTNUT, HYLOTELEPHIUM TELEPHIUM, LAVANDULA STOECHAS, LILIUM TIGRINUM, MALVA NEGLECTA, MELILOTUS ALBA, NELUMBO NUCIFERA, PHOSPHORUS, PRUNELLA VULGARIS, ROSA LUCIAE, ROSEMARY, SCUTELLARIA LATERIFLORA, SEPIA, SILICEA, THUJA OCCIDENTALIS, TOXICODENDRON DIVERSILOBUM, VIOLA ODORATA, YELLOW JASMINE|F10 WRMLV|F25 LF-CHNGS"
